hotel,proveedor,fecha_inicio,fecha_fin,tipo_habitacion,tarifa_sencilla,tarifa_doble,tarifa_triple,tarifa_cuadruple,tarifa_primer_menor,tarifa_segundo_menor,tarifa_junior,habitaciones_disponibles,observaciones,estado
AZUL GRAND,Para Compartir,2026-02-27,2026-03-01,Estándar,4199.0,2999.0,2799.0,,699.0,,,,,Activo
AZUL GRAND,Para Compartir,2026-03-01,2026-03-03,Estándar,4199.0,2999.0,2799.0,,0.0,,,,DESAYUNO A LA LLEGADA,Activo
AZUL GRAND,Para Compartir,2026-03-06,2026-03-08,Estándar,4199.0,2999.0,2799.0,,699.0,,,,,Activo
AZUL GRAND,Para Compartir,2026-03-13,2026-03-15,Estándar,4599.0,3299.0,3082.0,,699.0,,,,,Activo
AZUL GRAND,Para Compartir,2026-03-20,2026-03-22,Estándar,4199.0,2999.0,2799.0,,699.0,,,,,Activo
AZUL GRAND,Para Compartir,2026-03-27,2026-03-29,Estándar,4199.0,2999.0,2799.0,,699.0,,,,,Activo
AZUL GRAND,Para Compartir,2026-04-26,2026-04-28,Estándar,4199.0,2999.0,2799.0,,0.0,,,,DESAYUNO A LA LLEGADA,Activo
AZUL GRAND,Para Compartir,2026-05-03,2026-05-05,Estándar,4199.0,2999.0,2799.0,,0.0,,,,DESAYUNO A LA LLEGADA,Activo
AZUL GRAND,Para Compartir,2026-05-08,2026-05-10,Estándar,4599.0,3299.0,3082.0,,699.0,,,,,Activo
AZUL GRAND,Para Compartir,2026-05-15,2026-05-17,Estándar,4599.0,3299.0,3082.0,,699.0,,,,,Activo
AZUL GRAND,Para Compartir,2026-05-17,2026-05-19,Estándar,4199.0,2999.0,2799.0,,0.0,,,,DESAYUNO A LA LLEGADA,Activo
AZUL GRAND,Para Compartir,2026-05-24,2026-05-26,Estándar,4199.0,2999.0,2799.0,,0.0,,,,DESAYUNO A LA LLEGADA,Activo
AZUL GRAND,Para Compartir,2026-06-07,2026-06-09,Estándar,4199.0,2999.0,2799.0,,0.0,,,,DESAYUNO A LA LLEGADA,Activo
AZUL GRAND,Para Compartir,2026-06-14,2026-06-16,Estándar,4199.0,2999.0,2799.0,,0.0,,,,DESAYUNO A LA LLEGADA,Activo
AZUL GRAND,Para Compartir,2026-06-19,2026-06-21,Estándar,4199.0,2999.0,2799.0,,699.0,,,,,Activo
AZUL GRAND,Para Compartir,2026-06-28,2026-06-30,Estándar,4199.0,2999.0,2799.0,,0.0,,,,DESAYUNO A LA LLEGADA,Activo
AZUL GRAND,Para Compartir,2026-07-03,2026-07-05,Estándar,4199.0,2999.0,2799.0,,699.0,,,,,Activo
AZUL GRAND,Para Compartir,2026-07-05,2026-07-07,Estándar,4199.0,2999.0,2799.0,,0.0,,,,DESAYUNO A LA LLEGADA,Activo
AZUL GRAND,Para Compartir,2026-07-10,2026-07-12,Estándar,4599.0,3299.0,3082.0,,699.0,,,,,Activo
AZUL GRAND,Para Compartir,2026-07-12,2026-07-14,Estándar,4599.0,3299.0,3082.0,,0.0,,,,DESAYUNO A LA LLEGADA,Activo
AZUL GRAND,Para Compartir,2026-07-17,2026-07-19,Estándar,4599.0,3299.0,3082.0,,699.0,,,,,Activo
AZUL GRAND,Para Compartir,2026-07-19,2026-07-21,Estándar,4599.0,3299.0,3082.0,,0.0,,,,DESAYUNO A LA LLEGADA,Activo
AZUL GRAND,Para Compartir,2026-07-24,2026-07-26,Estándar,4599.0,3299.0,3082.0,,699.0,,,,,Activo
AZUL GRAND,Para Compartir,2026-07-26,2026-07-28,Estándar,4599.0,3299.0,3082.0,,0.0,,,,DESAYUNO A LA LLEGADA,Activo
AZUL GRAND,Para Compartir,2026-07-31,2026-08-02,Estándar,4599.0,3299.0,3082.0,,699.0,,,,,Activo
AZUL GRAND,Para Compartir,2026-08-02,2026-08-04,Estándar,4599.0,3299.0,3082.0,,0.0,,,,DESAYUNO A LA LLEGADA,Activo
AZUL GRAND,Para Compartir,2026-08-07,2026-08-09,Estándar,4599.0,3299.0,3082.0,,699.0,,,,,Activo
AZUL GRAND,Para Compartir,2026-08-09,2026-08-11,Estándar,4599.0,3299.0,3082.0,,0.0,,,,DESAYUNO A LA LLEGADA,Activo
AZUL GRAND,Para Compartir,2026-08-14,2026-08-16,Estándar,4599.0,3299.0,3082.0,,699.0,,,,,Activo
AZUL GRAND,Para Compartir,2026-08-16,2026-08-18,Estándar,4599.0,3299.0,3082.0,,0.0,,,,DESAYUNO A LA LLEGADA,Activo
AZUL GRAND,Para Compartir,2026-08-21,2026-08-23,Estándar,4599.0,3299.0,3082.0,,699.0,,,,,Activo
AZUL GRAND,Para Compartir,2026-09-04,2026-09-06,Estándar,4199.0,2999.0,2799.0,,699.0,,,,,Activo
AZUL GRAND,Para Compartir,2026-09-06,2026-09-08,Estándar,4199.0,2999.0,2799.0,,0.0,,,,DESAYUNO A LA LLEGADA,Activo
AZUL GRAND,Para Compartir,2026-09-11,2026-09-13,Estándar,4199.0,2999.0,2799.0,,699.0,,,,,Activo
AZUL GRAND,Para Compartir,2026-09-13,2026-09-15,Estándar,4599.0,3299.0,3082.0,,0.0,,,,DESAYUNO A LA LLEGADA,Activo
AZUL GRAND,Para Compartir,2026-09-18,2026-09-20,Estándar,4199.0,2999.0,2799.0,,699.0,,,,,Activo
AZUL GRAND,Para Compartir,2026-09-20,2026-09-22,Estándar,4199.0,2999.0,2799.0,,0.0,,,,DESAYUNO A LA LLEGADA,Activo
AZUL GRAND,Para Compartir,2026-09-25,2026-09-27,Estándar,4199.0,2999.0,2799.0,,699.0,,,,,Activo
AZUL GRAND,Para Compartir,2026-09-27,2026-09-29,Estándar,4199.0,2999.0,2799.0,,0.0,,,,DESAYUNO A LA LLEGADA,Activo
AZUL GRAND,Para Compartir,2026-10-02,2026-10-04,Estándar,4199.0,2999.0,2799.0,,699.0,,,,,Activo
AZUL GRAND,Para Compartir,2026-10-04,2026-10-06,Estándar,4199.0,2999.0,2799.0,,0.0,,,,DESAYUNO A LA LLEGADA,Activo
AZUL GRAND,Para Compartir,2026-10-09,2026-10-11,Estándar,4199.0,2999.0,2799.0,,699.0,,,,,Activo
AZUL GRAND,Para Compartir,2026-10-11,2026-10-13,Estándar,4199.0,2999.0,2799.0,,0.0,,,,DESAYUNO A LA LLEGADA,Activo
AZUL GRAND,Para Compartir,2026-10-18,2026-10-20,Estándar,4199.0,2999.0,2799.0,,0.0,,,,DESAYUNO A LA LLEGADA,Activo
AZUL GRAND,Para Compartir,2026-10-23,2026-10-25,Estándar,4199.0,2999.0,2799.0,,699.0,,,,,Activo
AZUL GRAND,Para Compartir,2026-10-25,2026-10-27,Estándar,4199.0,2999.0,2799.0,,0.0,,,,DESAYUNO A LA LLEGADA,Activo
AZUL GRAND,Para Compartir,2026-10-30,2026-11-01,Estándar,4599.0,3299.0,3082.0,,699.0,,,,,Activo
AZUL GRAND,Para Compartir,2026-11-06,2026-11-08,Estándar,4199.0,2999.0,2799.0,,699.0,,,,,Activo
AZUL GRAND,Para Compartir,2026-11-08,2026-11-10,Estándar,4199.0,2999.0,2799.0,,0.0,,,,DESAYUNO A LA LLEGADA,Activo
AZUL GRAND,Para Compartir,2026-11-13,2026-11-15,Estándar,4599.0,3299.0,3082.0,,699.0,,,,,Activo
AZUL GRAND,Para Compartir,2026-11-20,2026-11-22,Estándar,4199.0,2999.0,2799.0,,699.0,,,,,Activo
AZUL GRAND,Para Compartir,2026-11-22,2026-11-24,Estándar,4199.0,2999.0,2799.0,,0.0,,,,DESAYUNO A LA LLEGADA,Activo
AZUL GRAND,Para Compartir,2026-11-27,2026-11-29,Estándar,4199.0,2999.0,2799.0,,699.0,,,,,Activo
AZUL GRAND,Para Compartir,2026-11-29,2026-12-01,Estándar,4199.0,2999.0,2799.0,,0.0,,,,DESAYUNO A LA LLEGADA,Activo
AZUL GRAND,Para Compartir,2026-12-04,2026-12-06,Estándar,4199.0,2999.0,2799.0,,699.0,,,,,Activo
AZUL GRAND,Para Compartir,2026-12-11,2026-12-13,Estándar,4599.0,3299.0,3082.0,,699.0,,,,,Activo
AZUL GRAND,Para Compartir,2026-12-13,2026-12-15,Estándar,4599.0,3299.0,3082.0,,0.0,,,,DESAYUNO A LA LLEGADA,Activo
AZUL GRAND,Para Compartir,2026-12-18,2026-12-20,Estándar,4599.0,3299.0,3082.0,,699.0,,,,,Activo
AZUL IXTAPA,Para Compartir,2026-02-20,2026-02-22,Estándar,3649.0,2599.0,2432.0,,599.0,,,,CONFIRMACION INMEDIATA,Activo
AZUL IXTAPA,Para Compartir,2026-02-22,2026-02-24,Estándar,3649.0,2599.0,2432.0,,0.0,,,,DESAYUNO A LA LLEGADA,Activo
AZUL IXTAPA,Para Compartir,2026-02-27,2026-03-01,Estándar,3649.0,2599.0,2432.0,,599.0,,,,,Activo
AZUL IXTAPA,Para Compartir,2026-03-01,2026-03-03,Estándar,3649.0,2599.0,2432.0,,0.0,,,,DESAYUNO A LA LLEGADA,Activo
AZUL IXTAPA,Para Compartir,2026-03-06,2026-03-08,Estándar,3649.0,2599.0,2432.0,,599.0,,,,,Activo
AZUL IXTAPA,Para Compartir,2026-03-13,2026-03-15,Estándar,4049.0,2899.0,2699.0,,599.0,,,,,Activo
AZUL IXTAPA,Para Compartir,2026-03-20,2026-03-22,Estándar,3649.0,2599.0,2432.0,,599.0,,,,,Activo
AZUL IXTAPA,Para Compartir,2026-03-27,2026-03-29,Estándar,3649.0,2599.0,2432.0,,599.0,,,,,Activo
AZUL IXTAPA,Para Compartir,2026-04-02,2026-04-05,Estándar,5649.0,4049.0,3782.0,,999.0,,,,,Activo
AZUL IXTAPA,Para Compartir,2026-04-10,2026-04-12,Estándar,4049.0,2899.0,2699.0,,599.0,,,,,Activo
AZUL IXTAPA,Para Compartir,2026-04-12,2026-04-14,Estándar,3649.0,2599.0,2432.0,,0.0,,,,DESAYUNO A LA LLEGADA,Activo
AZUL IXTAPA,Para Compartir,2026-04-17,2026-04-19,Estándar,3649.0,2599.0,2432.0,,599.0,,,,,Activo
AZUL IXTAPA,Para Compartir,2026-04-19,2026-04-21,Estándar,3649.0,2599.0,2432.0,,0.0,,,,DESAYUNO A LA LLEGADA,Activo
AZUL IXTAPA,Para Compartir,2026-04-24,2026-04-26,Estándar,3649.0,2599.0,2432.0,,599.0,,,,,Activo
AZUL IXTAPA,Para Compartir,2026-04-26,2026-04-28,Estándar,3649.0,2599.0,2432.0,,0.0,,,,DESAYUNO A LA LLEGADA,Activo
AZUL IXTAPA,Para Compartir,2026-05-08,2026-05-10,Estándar,4049.0,2899.0,2699.0,,599.0,,,,,Activo
AZUL IXTAPA,Para Compartir,2026-05-15,2026-05-17,Estándar,4049.0,2899.0,2699.0,,599.0,,,,,Activo
AZUL IXTAPA,Para Compartir,2026-05-22,2026-05-24,Estándar,3649.0,2599.0,2432.0,,599.0,,,,,Activo
AZUL IXTAPA,Para Compartir,2026-06-05,2026-06-07,Estándar,3649.0,2599.0,2432.0,,599.0,,,,,Activo
AZUL IXTAPA,Para Compartir,2026-06-07,2026-06-09,Estándar,3649.0,2599.0,2432.0,,0.0,,,,DESAYUNO A LA LLEGADA,Activo
AZUL IXTAPA,Para Compartir,2026-06-12,2026-06-14,Estándar,3649.0,2599.0,2432.0,,599.0,,,,,Activo
AZUL IXTAPA,Para Compartir,2026-06-14,2026-06-16,Estándar,3649.0,2599.0,2432.0,,0.0,,,,DESAYUNO A LA LLEGADA,Activo
AZUL IXTAPA,Para Compartir,2026-06-19,2026-06-21,Estándar,4049.0,2899.0,2699.0,,599.0,,,,,Activo
AZUL IXTAPA,Para Compartir,2026-06-26,2026-06-28,Estándar,3649.0,2599.0,2432.0,,599.0,,,,,Activo
AZUL IXTAPA,Para Compartir,2026-07-03,2026-07-05,Estándar,3649.0,2599.0,2432.0,,599.0,,,,,Activo
AZUL IXTAPA,Para Compartir,2026-07-10,2026-07-12,Estándar,4049.0,2899.0,2699.0,,599.0,,,,,Activo
AZUL IXTAPA,Para Compartir,2026-07-12,2026-07-14,Estándar,4049.0,2899.0,2699.0,,0.0,,,,DESAYUNO A LA LLEGADA,Activo
AZUL IXTAPA,Para Compartir,2026-07-17,2026-07-19,Estándar,4049.0,2899.0,2699.0,,599.0,,,,,Activo
AZUL IXTAPA,Para Compartir,2026-07-19,2026-07-21,Estándar,4049.0,2899.0,2699.0,,0.0,,,,DESAYUNO A LA LLEGADA,Activo
AZUL IXTAPA,Para Compartir,2026-07-24,2026-07-26,Estándar,4049.0,2899.0,2699.0,,599.0,,,,,Activo
AZUL IXTAPA,Para Compartir,2026-07-26,2026-07-28,Estándar,4049.0,2899.0,2699.0,,0.0,,,,DESAYUNO A LA LLEGADA,Activo
AZUL IXTAPA,Para Compartir,2026-07-31,2026-08-02,Estándar,4049.0,2899.0,2699.0,,599.0,,,,,Activo
AZUL IXTAPA,Para Compartir,2026-08-07,2026-08-09,Estándar,4049.0,2899.0,2699.0,,599.0,,,,,Activo
AZUL IXTAPA,Para Compartir,2026-08-09,2026-08-11,Estándar,4049.0,2899.0,2699.0,,0.0,,,,DESAYUNO A LA LLEGADA,Activo
AZUL IXTAPA,Para Compartir,2026-08-14,2026-08-16,Estándar,4049.0,2899.0,2699.0,,599.0,,,,,Activo
AZUL IXTAPA,Para Compartir,2026-08-16,2026-08-18,Estándar,4049.0,2899.0,2699.0,,0.0,,,,DESAYUNO A LA LLEGADA,Activo
AZUL IXTAPA,Para Compartir,2026-08-21,2026-08-23,Estándar,4049.0,2899.0,2699.0,,599.0,,,,,Activo
AZUL IXTAPA,Para Compartir,2026-09-04,2026-09-06,Estándar,3649.0,2599.0,2432.0,,599.0,,,,,Activo
AZUL IXTAPA,Para Compartir,2026-09-06,2026-09-08,Estándar,3649.0,2599.0,2432.0,,0.0,,,,DESAYUNO A LA LLEGADA,Activo
AZUL IXTAPA,Para Compartir,2026-09-11,2026-09-13,Estándar,3649.0,2599.0,2432.0,,599.0,,,,,Activo
AZUL IXTAPA,Para Compartir,2026-09-13,2026-09-15,Estándar,3649.0,2599.0,2432.0,,0.0,,,,DESAYUNO A LA LLEGADA,Activo
AZUL IXTAPA,Para Compartir,2026-09-18,2026-09-20,Estándar,3649.0,2599.0,2432.0,,599.0,,,,,Activo
AZUL IXTAPA,Para Compartir,2026-09-25,2026-09-27,Estándar,3649.0,2599.0,2432.0,,599.0,,,,,Activo
AZUL IXTAPA,Para Compartir,2026-09-27,2026-09-29,Estándar,3649.0,2599.0,2432.0,,0.0,,,,DESAYUNO A LA LLEGADA,Activo
AZUL IXTAPA,Para Compartir,2026-10-02,2026-10-04,Estándar,3649.0,2599.0,2432.0,,599.0,,,,,Activo
AZUL IXTAPA,Para Compartir,2026-10-04,2026-10-06,Estándar,3649.0,2599.0,2432.0,,0.0,,,,DESAYUNO A LA LLEGADA,Activo
AZUL IXTAPA,Para Compartir,2026-10-09,2026-10-11,Estándar,3649.0,2599.0,2432.0,,599.0,,,,,Activo
AZUL IXTAPA,Para Compartir,2026-10-11,2026-10-13,Estándar,3649.0,2599.0,2432.0,,0.0,,,,DESAYUNO A LA LLEGADA,Activo
AZUL IXTAPA,Para Compartir,2026-10-16,2026-10-18,Estándar,3649.0,2599.0,2432.0,,599.0,,,,,Activo
AZUL IXTAPA,Para Compartir,2026-10-18,2026-10-20,Estándar,3649.0,2599.0,2432.0,,0.0,,,,DESAYUNO A LA LLEGADA,Activo
AZUL IXTAPA,Para Compartir,2026-10-23,2026-10-25,Estándar,3649.0,2599.0,2432.0,,599.0,,,,,Activo
AZUL IXTAPA,Para Compartir,2026-10-25,2026-10-27,Estándar,3649.0,2599.0,2432.0,,0.0,,,,DESAYUNO A LA LLEGADA,Activo
AZUL IXTAPA,Para Compartir,2026-10-30,2026-11-01,Estándar,4049.0,2899.0,2699.0,,599.0,,,,,Activo
AZUL IXTAPA,Para Compartir,2026-11-06,2026-11-08,Estándar,3649.0,2599.0,2432.0,,599.0,,,,,Activo
AZUL IXTAPA,Para Compartir,2026-11-08,2026-11-10,Estándar,3649.0,2599.0,2432.0,,0.0,,,,DESAYUNO A LA LLEGADA,Activo
AZUL IXTAPA,Para Compartir,2026-11-13,2026-11-15,Estándar,4049.0,2899.0,2699.0,,599.0,,,,,Activo
AZUL IXTAPA,Para Compartir,2026-11-20,2026-11-22,Estándar,3649.0,2599.0,2432.0,,599.0,,,,,Activo
AZUL IXTAPA,Para Compartir,2026-12-04,2026-12-06,Estándar,3649.0,2599.0,2432.0,,599.0,,,,,Activo
AZUL IXTAPA,Para Compartir,2026-12-06,2026-12-08,Estándar,3649.0,2599.0,2432.0,,0.0,,,,DESAYUNO A LA LLEGADA,Activo
AZUL IXTAPA,Para Compartir,2026-12-11,2026-12-13,Estándar,4049.0,2899.0,2699.0,,599.0,,,,,Activo
AZUL IXTAPA,Para Compartir,2026-12-13,2026-12-15,Estándar,4049.0,2899.0,2699.0,,0.0,,,,DESAYUNO A LA LLEGADA,Activo
AZUL IXTAPA,Para Compartir,2026-12-18,2026-12-20,Estándar,4049.0,2899.0,2699.0,,599.0,,,,,Activo
Allegro playacar,Pre-compras 2026,2026-05-15,2026-05-17,Superior,3038.0,1688.0,1575.0,,844.0,844.0,,16.0,"Anticipo $2,500 MXN no reembolsable. Liquidar 32 días antes. Comisionable 14%.",Activo
Allegro playacar,Pre-compras 2026,2026-06-12,2026-06-14,Superior,3038.0,1688.0,1575.0,,844.0,844.0,,10.0,"Anticipo $2,500 MXN no reembolsable. Liquidar 32 días antes. Comisionable 14%.",Activo
Allegro playacar,Pre-compras 2026,2026-06-26,2026-06-28,Superior,3038.0,1688.0,1575.0,,844.0,844.0,,11.0,"Anticipo $2,500 MXN no reembolsable. Liquidar 32 días antes. Comisionable 14%.",Activo
Allegro playacar,Pre-compras 2026,2026-07-17,2026-07-19,Superior,3375.0,1875.0,1750.0,,938.0,938.0,,16.0,"Anticipo $2,500 MXN no reembolsable. Liquidar 32 días antes. Comisionable 14%.",Activo
Allegro playacar,Pre-compras 2026,2026-07-24,2026-07-26,Superior,3375.0,1875.0,1750.0,,938.0,938.0,,10.0,"Anticipo $2,500 MXN no reembolsable. Liquidar 32 días antes. Comisionable 14%.",Activo
Allegro playacar,Pre-compras 2026,2026-07-31,2026-08-02,Superior,3375.0,1875.0,1750.0,,938.0,938.0,,15.0,"Anticipo $2,500 MXN no reembolsable. Liquidar 32 días antes. Comisionable 14%.",Activo
Allegro playacar,Pre-compras 2026,2026-08-28,2026-08-30,Superior,3038.0,1688.0,1575.0,,844.0,844.0,,20.0,"Anticipo $2,500 MXN no reembolsable. Liquidar 32 días antes. Comisionable 14%.",Activo
Allegro playacar,Pre-compras 2026,2026-09-04,2026-09-06,Superior,3038.0,1688.0,1575.0,,844.0,844.0,,11.0,"Anticipo $2,500 MXN no reembolsable. Liquidar 32 días antes. Comisionable 14%.",Activo
Allegro playacar,Pre-compras 2026,2026-09-11,2026-09-13,Superior,3038.0,1688.0,1575.0,,844.0,844.0,,11.0,"Anticipo $2,500 MXN no reembolsable. Liquidar 32 días antes. Comisionable 14%.",Activo
Allegro playacar,Pre-compras 2026,2026-09-25,2026-09-27,Superior,3038.0,1688.0,1575.0,,844.0,844.0,,11.0,"Anticipo $2,500 MXN no reembolsable. Liquidar 32 días antes. Comisionable 14%.",Activo
Allegro playacar,Pre-compras 2026,2026-10-09,2026-10-11,Superior,3038.0,1688.0,1575.0,,844.0,844.0,,11.0,"Anticipo $2,500 MXN no reembolsable. Liquidar 32 días antes. Comisionable 14%.",Activo
Allegro playacar,Pre-compras 2026,2026-10-30,2026-11-01,Superior,3038.0,1688.0,1575.0,,844.0,844.0,,20.0,"Anticipo $2,500 MXN no reembolsable. Liquidar 32 días antes. Comisionable 14%.",Activo
Allegro playacar,Pre-compras 2026,2026-11-14,2026-11-16,Superior,3375.0,1875.0,1750.0,,938.0,938.0,,16.0,"Anticipo $2,500 MXN no reembolsable. Liquidar 32 días antes. Comisionable 14%.",Activo
Allegro playacar,Pre-compras 2026,2026-12-04,2026-12-06,Superior,3375.0,1875.0,1750.0,,938.0,938.0,,11.0,"Anticipo $2,500 MXN no reembolsable. Liquidar 32 días antes. Comisionable 14%.",Activo
Allegro playacar,Pre-compras 2026,2026-12-18,2026-12-20,Superior,3375.0,1875.0,1750.0,,938.0,938.0,,11.0,"Anticipo $2,500 MXN no reembolsable. Liquidar 32 días antes. Comisionable 14%.",Activo
BARCELO IXTAPA,Para Compartir,2026-09-20,2026-09-22,Estándar,4590.0,2550.0,2380.0,2295.0,800.0,,,,DESAYUNO A LA LLEGADA,Activo
BARCELO IXTAPA,Para Compartir,2026-09-27,2026-09-29,Estándar,4590.0,2550.0,2380.0,2295.0,800.0,,,,DESAYUNO A LA LLEGADA,Activo
BARCELO IXTAPA,Para Compartir,2026-10-04,2026-10-06,Estándar,4590.0,2550.0,2380.0,2295.0,800.0,,,,DESAYUNO A LA LLEGADA,Activo
BARCELO IXTAPA,Para Compartir,2026-10-11,2026-10-13,Estándar,4590.0,2550.0,2380.0,2295.0,800.0,,,,DESAYUNO A LA LLEGADA,Activo
BRISAS IXTAPA,Para Compartir,2026-02-20,2026-02-22,Estándar,4313.0,2719.0,2404.0,2247.0,1125.0,,,,CONFIRMACION INMEDIATA,Activo
BRISAS IXTAPA,Para Compartir,2026-02-27,2026-03-01,Estándar,4313.0,2719.0,2404.0,2247.0,1125.0,,,,,Activo
BRISAS IXTAPA,Para Compartir,2026-03-06,2026-03-08,Estándar,4063.0,2594.0,2279.0,2153.0,1125.0,,,,,Activo
BRISAS IXTAPA,Para Compartir,2026-03-20,2026-03-22,Estándar,4063.0,2594.0,2279.0,2153.0,1125.0,,,,,Activo
BRISAS IXTAPA,Para Compartir,2026-03-22,2026-03-24,Estándar,3625.0,2375.0,2133.0,2044.0,0.0,,,,,Activo
BRISAS IXTAPA,Para Compartir,2026-03-27,2026-03-29,Estándar,4063.0,2594.0,2279.0,2153.0,1125.0,,,,,Activo
BRISAS IXTAPA,Para Compartir,2026-04-12,2026-04-14,Estándar,3625.0,2375.0,2133.0,2044.0,0.0,,,,,Activo
BRISAS IXTAPA,Para Compartir,2026-04-17,2026-04-19,Estándar,4063.0,2594.0,2279.0,2153.0,1125.0,,,,,Activo
BRISAS IXTAPA,Para Compartir,2026-04-24,2026-04-26,Estándar,4063.0,2594.0,2279.0,2153.0,1125.0,,,,,Activo
BRISAS IXTAPA,Para Compartir,2026-04-26,2026-04-28,Estándar,3625.0,2375.0,2133.0,2044.0,0.0,,,,,Activo
BRISAS IXTAPA,Para Compartir,2026-05-03,2026-05-05,Estándar,3625.0,2375.0,2133.0,2044.0,0.0,,,,,Activo
BRISAS IXTAPA,Para Compartir,2026-05-08,2026-05-10,Estándar,4063.0,2594.0,2279.0,2153.0,1125.0,,,,,Activo
BRISAS IXTAPA,Para Compartir,2026-05-10,2026-05-12,Estándar,3625.0,2375.0,2133.0,2044.0,0.0,,,,,Activo
BRISAS IXTAPA,Para Compartir,2026-05-15,2026-05-17,Estándar,4063.0,2594.0,2279.0,2153.0,1125.0,,,,,Activo
BRISAS IXTAPA,Para Compartir,2026-05-17,2026-05-19,Estándar,3625.0,2375.0,2133.0,2043.0,0.0,,,,,Activo
BRISAS IXTAPA,Para Compartir,2026-05-22,2026-05-24,Estándar,4063.0,2594.0,2279.0,2153.0,1125.0,,,,,Activo
BRISAS IXTAPA,Para Compartir,2026-05-24,2026-05-26,Estándar,3625.0,2375.0,2133.0,2044.0,0.0,,,,,Activo
BRISAS IXTAPA,Para Compartir,2026-05-29,2026-05-31,Estándar,4063.0,2594.0,2279.0,2153.0,1125.0,,,,,Activo
BRISAS IXTAPA,Para Compartir,2026-05-31,2026-06-02,Estándar,3625.0,2375.0,2133.0,2044.0,0.0,,,,,Activo
BRISAS IXTAPA,Para Compartir,2026-06-05,2026-06-07,Estándar,4063.0,2594.0,2279.0,2153.0,1125.0,,,,,Activo
BRISAS IXTAPA,Para Compartir,2026-06-12,2026-06-14,Estándar,3625.0,2375.0,2133.0,2044.0,1125.0,,,,,Activo
BRISAS IXTAPA,Para Compartir,2026-06-14,2026-06-16,Estándar,3625.0,2375.0,2133.0,2044.0,0.0,,,,,Activo
BRISAS IXTAPA,Para Compartir,2026-06-19,2026-06-21,Estándar,4063.0,2594.0,2279.0,2153.0,1125.0,,,,,Activo
BRISAS IXTAPA,Para Compartir,2026-06-26,2026-06-28,Estándar,4063.0,2594.0,2279.0,2153.0,1125.0,,,,,Activo
BRISAS IXTAPA,Para Compartir,2026-06-28,2026-06-30,Estándar,3625.0,2375.0,2133.0,2044.0,0.0,,,,,Activo
BRISAS IXTAPA,Para Compartir,2026-07-03,2026-07-05,Estándar,4313.0,2719.0,2404.0,2247.0,1125.0,,,,,Activo
BRISAS IXTAPA,Para Compartir,2026-07-05,2026-07-07,Estándar,3875.0,2500.0,2258.0,2138.0,0.0,,,,,Activo
BRISAS IXTAPA,Para Compartir,2026-07-10,2026-07-12,Estándar,4313.0,2719.0,2404.0,2247.0,1125.0,,,,,Activo
BRISAS IXTAPA,Para Compartir,2026-07-12,2026-07-14,Estándar,3875.0,2500.0,2258.0,2138.0,0.0,,,,,Activo
BRISAS IXTAPA,Para Compartir,2026-07-17,2026-07-19,Estándar,4313.0,2719.0,2404.0,2247.0,1125.0,,,,,Activo
BRISAS IXTAPA,Para Compartir,2026-07-24,2026-07-26,Estándar,4313.0,2719.0,2404.0,2247.0,1125.0,,,,,Activo
BRISAS IXTAPA,Para Compartir,2026-07-31,2026-08-02,Estándar,4313.0,2719.0,2404.0,2247.0,1125.0,,,,,Activo
BRISAS IXTAPA,Para Compartir,2026-08-07,2026-08-09,Estándar,4313.0,2719.0,2404.0,2247.0,1125.0,,,,,Activo
BRISAS IXTAPA,Para Compartir,2026-08-09,2026-08-11,Estándar,3875.0,2500.0,2258.0,2138.0,0.0,,,,,Activo
BRISAS IXTAPA,Para Compartir,2026-08-14,2026-08-16,Estándar,4313.0,2719.0,2404.0,2247.0,1125.0,,,,,Activo
BRISAS IXTAPA,Para Compartir,2026-08-21,2026-08-23,Estándar,4313.0,2719.0,2404.0,2247.0,1125.0,,,,,Activo
BRISAS IXTAPA,Para Compartir,2026-08-28,2026-08-30,Estándar,4313.0,2719.0,2404.0,2247.0,1125.0,,,,,Activo
BRISAS IXTAPA,Para Compartir,2026-09-18,2026-09-20,Estándar,4063.0,2594.0,2279.0,2153.0,1125.0,,,,,Activo
BRISAS IXTAPA,Para Compartir,2026-09-20,2026-09-22,Estándar,3625.0,2375.0,2133.0,2044.0,0.0,,,,,Activo
BRISAS IXTAPA,Para Compartir,2026-09-25,2026-09-27,Estándar,4063.0,2594.0,2279.0,2153.0,1125.0,,,,,Activo
BRISAS IXTAPA,Para Compartir,2026-09-27,2026-09-29,Estándar,3625.0,2375.0,2133.0,2044.0,0.0,,,,,Activo
BRISAS IXTAPA,Para Compartir,2026-10-04,2026-10-06,Estándar,3625.0,2375.0,2133.0,2044.0,0.0,,,,,Activo
BRISAS IXTAPA,Para Compartir,2026-10-16,2026-10-18,Estándar,4063.0,2594.0,2279.0,2153.0,1125.0,,,,,Activo
BRISAS IXTAPA,Para Compartir,2026-10-23,2026-10-25,Estándar,4063.0,2594.0,2279.0,2153.0,1125.0,,,,,Activo
BRISAS IXTAPA,Para Compartir,2026-10-25,2026-10-27,Estándar,3625.0,2375.0,2133.0,2044.0,0.0,,,,,Activo
BRISAS IXTAPA,Para Compartir,2026-11-01,2026-11-03,Estándar,3875.0,2500.0,2258.0,2138.0,0.0,,,,,Activo
BRISAS IXTAPA,Para Compartir,2026-11-06,2026-11-08,Estándar,4313.0,2719.0,2404.0,2247.0,1125.0,,,,,Activo
